,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,NAME
9,2020-09-08,32-160,MIL,HOME,MIA,L (-9),1,36:47,7,16,0.43799999999999994,0,3,0.0,1,3,0.33299999999999996,6,8,14,0,0,1,0,4,15,11.5,-7,Brook Lopez
0,2020-08-18,32-139,MIL,HOME,ORL,L (-12),0,2:25,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,-1,Robin Lopez
1,2020-08-20,32-141,MIL,HOME,ORL,W (+15),0,9:49,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.9,0,Robin Lopez
2,2020-08-22,32-143,MIL,AWAY,ORL,W (+14),0,8:20,1,2,.500,0,0,,0,0,,0,3,3,0,0,0,0,0,2,1.9,-13,Robin Lopez
0,2020-08-18,26-137,MIL,HOME,ORL,L (-12),0,0:25,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,+3,Frank Mason
5,2020-08-31,26-150,MIL,HOME,MIA,L (-11),0,1:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,Frank Mason
0,2020-08-18,33-309,MIL,HOME,ORL,L (-12),1,25:45,4,6,0.667,2,4,0.5,0,0,,1,3,4,2,1,0,0,0,10,11.4,-2,Wesley Matthews
1,2020-08-20,33-311,MIL,HOME,ORL,W (+15),1,21:44,2,5,0.4,2,5,0.4,1,2,0.5,0,0,0,1,0,0,0,3,7,3.4,2,Wesley Matthews
2,2020-08-22,33-313,MIL,AWAY,ORL,W (+14),1,24:38,3,6,0.5,3,6,0.5,0,0,,0,1,1,0,1,0,1,2,9,5.5,20,Wesley Matthews
3,2020-08-24,33-315,MIL,AWAY,ORL,W (+15),1,21:40,4,6,0.667,4,6,0.667,0,0,,0,2,2,3,1,0,1,4,12,10.5,5,Wesley Matthews
4,2020-08-29,33-320,MIL,HOME,ORL,W (+14),1,23:30,1,9,0.111,1,7,0.14300000000000002,0,0,,0,2,2,2,1,0,1,2,3,-1.7,15,Wesley Matthews
5,2020-08-31,33-322,MIL,HOME,MIA,L (-11),1,23:46,2,4,0.5,2,3,0.667,1,2,0.5,0,1,1,0,1,2,1,2,7,5.5,-11,Wesley Matthews
6,2020-09-02,33-324,MIL,HOME,MIA,L (-2),1,30:15,2,8,0.25,0,2,0.0,0,0,,3,1,4,0,1,0,3,3,4,-1.6,-4,Wesley Matthews
7,2020-09-04,33-326,MIL,AWAY,MIA,L (-15),1,21:25,2,3,0.667,2,3,0.667,0,0,,1,1,2,0,0,0,0,1,6,5.3,-12,Wesley Matthews
8,2020-09-06,33-328,MIL,AWAY,MIA,W (+3),1,24:53,1,4,0.25,1,4,0.25,0,0,,0,1,1,0,1,0,0,2,3,1.1,-25,Wesley Matthews
9,2020-09-08,33-330,MIL,HOME,MIA,L (-9),1,28:41,3,6,0.5,0,3,0.0,5,6,0.833,1,0,1,1,2,2,0,1,11,12.0,-8,Wesley Matthews
0,2020-08-18,29-006,MIL,HOME,ORL,L (-12),1,31:16,4,12,0.33299999999999996,2,6,0.33299999999999996,4,6,0.667,0,6,6,4,1,1,4,4,14,7.1,-8,Khris Middleton
1,2020-08-20,29-008,MIL,HOME,ORL,W (+15),1,30:58,1,8,0.125,0,4,0.0,0,0,,0,5,5,6,1,0,4,4,2,-2.1,1,Khris Middleton
2,2020-08-22,29-010,MIL,AWAY,ORL,W (+14),1,31:12,7,17,0.41200000000000003,3,7,0.429,0,1,0.0,1,7,8,6,1,0,3,0,17,12.5,30,Khris Middleton
3,2020-08-24,29-012,MIL,AWAY,ORL,W (+15),1,32:15,7,19,0.368,4,7,0.5710000000000001,3,5,0.6,1,9,10,3,0,0,4,4,21,9.6,15,Khris Middleton
4,2020-08-29,29-017,MIL,HOME,ORL,W (+14),1,33:32,7,16,0.43799999999999994,3,8,0.375,4,5,0.8,1,9,10,7,1,0,2,2,21,18.7,21,Khris Middleton
5,2020-08-31,29-019,MIL,HOME,MIA,L (-11),1,37:03,12,24,0.5,4,8,0.5,0,0,,0,6,6,5,2,0,4,6,28,16.9,-7,Khris Middleton
6,2020-09-02,29-021,MIL,HOME,MIA,L (-2),1,33:10,6,15,0.4,0,3,0.0,11,12,0.917,0,6,6,8,0,0,3,5,23,16.9,18,Khris Middleton
7,2020-09-04,29-023,MIL,AWAY,MIA,L (-15),1,36:03,7,16,0.43799999999999994,2,6,0.33299999999999996,2,2,1.0,0,3,3,7,2,1,0,6,18,15.7,-7,Khris Middleton
8,2020-09-06,29-025,MIL,AWAY,MIA,W (+3),1,47:59,12,28,0.429,3,7,0.429,9,9,1.0,2,6,8,8,2,0,4,4,36,26.4,2,Khris Middleton
9,2020-09-08,29-027,MIL,HOME,MIA,L (-9),1,41:49,8,25,0.32,2,9,0.222,5,6,0.833,0,7,7,6,1,0,6,6,23,7.2,-7,Khris Middleton
0,2020-08-18,34-060,MIL,HOME,ORL,L (-12),0,16:19,2,4,0.5,2,4,0.5,0,0,,0,3,3,1,0,0,2,2,6,2.8,-2,Marvin Williams
1,2020-08-20,34-062,MIL,HOME,ORL,W (+15),0,17:04,1,3,0.33299999999999996,0,2,0.0,0,0,,0,6,6,0,1,0,0,1,2,2.7,8,Marvin Williams
2,2020-08-22,34-064,MIL,AWAY,ORL,W (+14),0,6:09,0,1,0.0,0,0,,0,0,,0,2,2,0,0,1,0,2,0,-0.2,11,Marvin Williams
3,2020-08-24,34-066,MIL,AWAY,ORL,W (+15),0,13:45,3,3,1.0,2,2,1.0,0,0,,1,1,2,1,0,0,0,0,8,8.8,5,Marvin Williams
4,2020-08-29,34-071,MIL,HOME,ORL,W (+14),0,22:14,4,8,0.5,4,5,0.8,0,0,,1,6,7,0,0,1,0,1,12,10.8,8,Marvin Williams
5,2020-08-31,34-073,MIL,HOME,MIA,L (-11),0,21:21,2,5,0.4,0,0,,1,1,1.0,1,1,2,1,1,1,0,3,5,4.5,-1,Marvin Williams
6,2020-09-02,34-075,MIL,HOME,MIA,L (-2),0,21:33,1,6,0.16699999999999998,0,4,0.0,2,2,1.0,4,1,5,0,1,0,0,2,4,3.5,-5,Marvin Williams
7,2020-09-04,34-077,MIL,AWAY,MIA,L (-15),0,22:23,1,4,0.25,0,1,0.0,0,0,,1,8,9,2,1,0,0,0,2,5.1,6,Marvin Williams
8,2020-09-06,34-079,MIL,AWAY,MIA,W (+3),0,17:24,2,3,0.667,1,2,0.5,0,0,,2,2,4,3,1,0,0,1,5,8.4,-12,Marvin Williams
9,2020-09-08,34-081,MIL,HOME,MIA,L (-9),0,20:32,5,10,0.5,1,3,0.33299999999999996,0,0,,3,5,8,1,0,0,1,2,11,8.5,-3,Marvin Williams
0,2020-08-18,27-029,OKC,AWAY,HOU,L (-15),1,27:36,7,13,0.5379999999999999,0,1,0.0,3,6,0.5,4,8,12,2,0,0,1,2,17,14.3,-3,Steven Adams
1,2020-08-20,27-031,OKC,AWAY,HOU,L (-13),1,30:11,4,4,1.0,0,0,,0,0,,3,8,11,3,1,0,4,1,8,10.0,-26,Steven Adams
2,2020-08-22,27-033,OKC,HOME,HOU,W (+12),1,35:27,3,7,0.429,0,0,,0,3,0.0,2,11,13,2,0,1,3,4,6,3.3,5,Steven Adams
3,2020-08-24,27-035,OKC,HOME,HOU,W (+3),1,26:19,4,5,0.8,0,0,,4,6,0.667,4,4,8,1,0,0,3,1,12,10.6,-7,Steven Adams
4,2020-08-29,27-040,OKC,AWAY,HOU,L (-34),1,25:26,6,8,0.75,0,0,,0,2,0.0,8,6,14,0,0,0,0,1,12,15.0,-15,Steven Adams
5,2020-08-31,27-042,OKC,HOME,HOU,W (+4),1,31:24,3,9,0.33299999999999996,0,0,,0,0,,9,5,14,1,1,0,4,1,6,6.0,-4,Steven Adams
6,2020-09-02,27-044,OKC,AWAY,HOU,L (-2),1,33:53,4,6,0.667,0,0,,2,3,0.667,4,5,9,0,2,1,1,0,10,13.0,0,Steven Adams
0,2020-08-18,20-067,OKC,AWAY,HOU,L (-15),0,17:15,3,5,0.6,3,4,0.75,0,0,,0,9,9,1,0,0,2,1,9,7.7,-4,Darius Bazley
1,2020-08-20,20-069,OKC,AWAY,HOU,L (-13),0,13:36,1,4,0.25,1,3,0.33299999999999996,0,0,,0,3,3,1,0,0,0,1,3,1.8,-20,Darius Bazley
2,2020-08-22,20-071,OKC,HOME,HOU,W (+12),0,13:27,1,2,0.5,1,1,1.0,0,0,,0,6,6,0,0,0,0,0,3,3.8,5,Darius Bazley
3,2020-08-24,20-073,OKC,HOME,HOU,W (+3),0,18:40,3,5,0.6,1,2,0.5,0,0,,0,5,5,0,0,0,1,0,7,5.2,9,Darius Bazley
4,2020-08-29,20-078,OKC,AWAY,HOU,L (-34),0,25:56,2,10,0.2,2,7,0.28600000000000003,4,4,1.0,1,11,12,1,0,1,1,0,10,8.2,-7,Darius Bazley
5,2020-08-31,20-080,OKC,HOME,HOU,W (+4),0,22:03,1,2,0.5,1,2,0.5,5,6,0.833,0,9,9,3,0,0,1,0,8,10.4,7,Darius Bazley
6,2020-09-02,20-082,OKC,AWAY,HOU,L (-2),0,14:59,2,3,0.667,2,3,0.667,0,0,,1,2,3,0,0,2,1,0,6,6.4,9,Darius Bazley
0,2020-08-18,26-200,OKC,AWAY,HOU,L (-15),0,2:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,Deonte Burton
0,2020-08-18,22-018,OKC,AWAY,HOU,L (-15),0,14:41,2,6,.333,1,4,.250,2,2,1.000,1,2,3,1,0,0,1,0,7,4.6,-6,Hamidou Diallo
1,2020-08-20,22-020,OKC,AWAY,HOU,L (-13),0,3:25,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-6,Hamidou Diallo
4,2020-08-29,22-029,OKC,AWAY,HOU,L (-34),0,7:14,2,4,.500,0,1,.000,2,5,.400,1,2,3,0,0,2,1,0,6,4.5,-11,Hamidou Diallo
1,2020-08-20,21-123,OKC,AWAY,HOU,L (-13),1,25:20,3,10,.300,2,8,.250,0,0,,0,2,2,0,0,1,0,5,8,1.5,+4,Luguentz Dort
2,2020-08-22,21-125,OKC,HOME,HOU,W (+12),1,36:13,3,10,.300,0,6,.000,3,5,.600,2,6,8,1,0,3,2,3,9,5.2,+10,Luguentz Dort
3,2020-08-24,21-127,OKC,HOME,HOU,W (+3),1,35:11,3,10,.300,3,9,.333,0,2,.000,1,4,5,2,1,0,2,5,9,2.7,-7,Luguentz Dort
4,2020-08-29,21-132,OKC,AWAY,HOU,L (-34),1,23:23,3,16,.188,0,9,.000,0,0,,0,0,0,1,0,0,2,3,6,-6.5,-24,Luguentz Dort
5,2020-08-31,21-134,OKC,HOME,HOU,W (+4),1,20:04,5,9,.556,2,6,.333,1,2,.500,0,3,3,1,1,1,5,4,13,5.0,-2,Luguentz Dort
6,2020-09-02,21-136,OKC,AWAY,HOU,L (-2),1,34:45,10,21,.476,6,12,.500,4,6,.667,2,2,4,1,0,1,4,5,30,15.9,0,Luguentz Dort
0,2020-08-18,22-093,OKC,AWAY,HOU,L (-15),1,15:23,2,3,.667,2,3,.667,0,0,,0,1,1,1,0,0,0,1,6,5.3,-8,Terrance Ferguson
3,2020-08-24,22-099,OKC,HOME,HOU,W (+3),0,3:17,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,0,0,0.6,+4,Terrance Ferguson
4,2020-08-29,22-104,OKC,AWAY,HOU,L (-34),0,17:41,0,4,.000,0,3,.000,0,0,,1,0,1,0,0,0,0,1,0,-2.5,-7,Terrance Ferguson
5,2020-08-31,22-106,OKC,HOME,HOU,W (+4),0,5:21,0,3,.000,0,3,.000,0,0,,0,1,1,0,0,0,1,1,0,-3.2,-6,Terrance Ferguson
0,2020-08-18,32-010,OKC,AWAY,HOU,L (-15),1,33:12,9,17,0.529,2,5,0.4,9,9,1.0,1,2,3,3,0,1,1,2,29,23.0,-11,Danilo Gallinari
1,2020-08-20,32-012,OKC,AWAY,HOU,L (-13),1,33:27,5,12,0.41700000000000004,1,3,0.33299999999999996,6,6,1.0,1,4,5,1,0,0,2,2,17,10.4,12,Danilo Gallinari
2,2020-08-22,32-014,OKC,HOME,HOU,W (+12),1,38:44,4,12,0.33299999999999996,4,11,0.364,8,8,1.0,2,5,7,1,1,0,2,2,20,15.0,10,Danilo Gallinari
3,2020-08-24,32-016,OKC,HOME,HOU,W (+3),1,29:20,3,10,0.3,1,3,0.33299999999999996,2,2,1.0,1,2,3,0,1,0,2,1,9,3.1,-6,Danilo Gallinari
4,2020-08-29,32-021,OKC,AWAY,HOU,L (-34),1,22:04,0,5,0.0,0,3,0.0,1,1,1.0,0,6,6,0,1,0,4,0,1,-3.7,-27,Danilo Gallinari
5,2020-08-31,32-023,OKC,HOME,HOU,W (+4),1,28:19,9,17,0.529,4,9,0.444,3,3,1.0,0,5,5,1,2,0,0,1,25,20.5,-2,Danilo Gallinari
6,2020-09-02,32-025,OKC,AWAY,HOU,L (-2),1,26:44,2,6,0.33299999999999996,0,3,0.0,0,1,0.0,0,9,9,1,0,0,4,3,4,-1.6,-16,Danilo Gallinari
0,2020-08-18,22-037,OKC,AWAY,HOU,L (-15),1,35:08,2,8,0.25,1,3,0.33299999999999996,4,4,1.0,0,4,4,1,0,1,1,2,9,5.0,-3,Shai Gilgeous-Alexander
1,2020-08-20,22-039,OKC,AWAY,HOU,L (-13),1,37:20,9,17,0.529,3,7,0.429,10,11,0.909,1,5,6,2,1,0,1,1,31,25.5,7,Shai Gilgeous-Alexander
2,2020-08-22,22-041,OKC,HOME,HOU,W (+12),1,48:19,9,18,0.5,3,7,0.429,2,2,1.0,0,7,7,6,4,1,1,2,23,23.2,13,Shai Gilgeous-Alexander
3,2020-08-24,22-043,OKC,HOME,HOU,W (+3),1,43:54,7,17,0.41200000000000003,2,5,0.4,2,2,1.0,2,10,12,6,0,0,1,2,18,15.7,-1,Shai Gilgeous-Alexander
4,2020-08-29,22-048,OKC,AWAY,HOU,L (-34),1,34:24,2,8,0.25,0,4,0.0,0,0,,0,3,3,4,0,0,4,4,4,-2.7,-27,Shai Gilgeous-Alexander
5,2020-08-31,22-050,OKC,HOME,HOU,W (+4),1,39:24,4,11,0.364,2,5,0.4,0,0,,0,2,2,6,0,1,4,4,10,3.8,-5,Shai Gilgeous-Alexander
6,2020-09-02,22-052,OKC,AWAY,HOU,L (-2),1,40:31,6,11,0.545,3,4,0.75,4,4,1.0,0,3,3,4,2,0,3,2,19,15.6,-8,Shai Gilgeous-Alexander
0,2020-08-18,29-048,OKC,AWAY,HOU,L (-15),0,12:35,1,1,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,0,1,3,2.9,-1,Mike Muscala
4,2020-08-29,29-059,OKC,AWAY,HOU,L (-34),0,7:14,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,1,0,0.2,-11,Mike Muscala
0,2020-08-18,26-328,OKC,AWAY,HOU,L (-15),0,2:04,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+2,Abdel Nader
1,2020-08-20,26-330,OKC,AWAY,HOU,L (-13),0,10:26,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,-13,Abdel Nader
4,2020-08-29,26-339,OKC,AWAY,HOU,L (-34),0,12:55,1,6,.167,1,5,.200,1,2,.500,1,0,1,0,1,2,0,0,4,2.9,-10,Abdel Nader
0,2020-08-18,26-130,OKC,AWAY,HOU,L (-15),0,7:49,1,3,0.33299999999999996,0,0,,0,0,,1,0,1,0,0,1,0,4,2,0.1,-11,Nerlens Noel
1,2020-08-20,26-132,OKC,AWAY,HOU,L (-13),0,17:49,2,4,0.5,0,0,,0,0,,2,7,9,1,0,2,0,1,4,7.2,13,Nerlens Noel
2,2020-08-22,26-134,OKC,HOME,HOU,W (+12),0,12:48,0,0,,0,0,,3,6,0.5,0,2,2,0,0,0,0,3,3,1.2,-8,Nerlens Noel
3,2020-08-24,26-136,OKC,HOME,HOU,W (+3),0,15:02,2,3,0.667,0,0,,2,3,0.667,1,4,5,1,0,0,0,2,6,6.1,9,Nerlens Noel
4,2020-08-29,26-141,OKC,AWAY,HOU,L (-34),0,13:04,1,4,0.25,0,1,0.0,0,0,,1,8,9,0,0,1,0,1,2,3.0,-2,Nerlens Noel
5,2020-08-31,26-143,OKC,HOME,HOU,W (+4),0,16:32,1,2,0.5,0,0,,0,0,,0,2,2,0,2,1,1,2,2,2.5,6,Nerlens Noel
6,2020-09-02,26-145,OKC,AWAY,HOU,L (-2),0,14:07,1,1,1.0,0,0,,0,1,0.0,0,1,1,1,0,0,1,2,2,0.5,-2,Nerlens Noel
0,2020-08-18,35-104,OKC,AWAY,HOU,L (-15),1,37:13,7,14,0.5,3,8,0.375,3,4,0.75,0,10,10,9,2,0,4,4,20,18.3,-7,Chris Paul
1,2020-08-20,35-106,OKC,AWAY,HOU,L (-13),1,36:32,6,15,0.4,2,7,0.28600000000000003,0,0,,1,5,6,2,0,1,2,3,14,7.0,-36,Chris Paul
2,2020-08-22,35-108,OKC,HOME,HOU,W (+12),1,40:50,11,20,0.55,4,6,0.667,0,1,0.0,0,6,6,5,1,1,4,5,26,17.0,15,Chris Paul
3,2020-08-24,35-110,OKC,HOME,HOU,W (+3),1,37:10,10,19,0.526,0,5,0.0,6,6,1.0,0,6,6,3,3,0,3,3,26,19.4,3,Chris Paul
4,2020-08-29,35-115,OKC,AWAY,HOU,L (-34),1,29:46,6,13,0.462,1,5,0.2,3,4,0.75,2,4,6,3,0,1,4,0,16,10.3,-28,Chris Paul
5,2020-08-31,35-117,OKC,HOME,HOU,W (+4),1,39:47,10,20,0.5,3,6,0.5,5,5,1.0,0,7,7,3,3,0,0,1,28,24.8,20,Chris Paul
6,2020-09-02,35-119,OKC,AWAY,HOU,L (-2),1,39:52,5,11,0.455,3,6,0.5,6,6,1.0,0,11,11,12,2,0,6,2,19,20.2,-5,Chris Paul
0,2020-08-18,28-258,OKC,AWAY,HOU,L (-15),0,3:26,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-6,Andre Roberson
0,2020-08-18,26-338,OKC,AWAY,HOU,L (-15),0,31:34,3,12,0.25,0,5,0.0,0,0,,0,0,0,4,0,0,2,2,6,-1.2,-19,Dennis Schröder
1,2020-08-20,26-340,OKC,AWAY,HOU,L (-13),0,31:54,5,12,0.41700000000000004,2,4,0.5,1,2,0.5,0,5,5,5,0,0,4,4,13,5.6,0,Dennis Schröder
2,2020-08-22,26-342,OKC,HOME,HOU,W (+12),0,39:12,10,23,0.435,2,10,0.2,7,9,0.778,1,4,5,5,2,0,3,2,29,19.7,10,Dennis Schröder
3,2020-08-24,26-344,OKC,HOME,HOU,W (+3),0,31:07,10,16,0.625,4,7,0.5710000000000001,6,7,0.857,0,1,1,3,0,0,2,2,30,22.0,11,Dennis Schröder
4,2020-08-29,26-349,OKC,AWAY,HOU,L (-34),0,20:53,6,13,0.462,3,8,0.375,4,5,0.8,0,1,1,1,1,1,2,1,19,12.2,-1,Dennis Schröder
5,2020-08-31,26-351,OKC,HOME,HOU,W (+4),0,37:06,5,16,0.313,0,5,0.0,2,2,1.0,1,7,8,2,1,0,3,2,12,4.2,6,Dennis Schröder
6,2020-09-02,26-353,OKC,AWAY,HOU,L (-2),0,35:09,5,17,0.294,2,6,0.33299999999999996,0,0,,0,6,6,5,0,0,1,2,12,5.6,12,Dennis Schröder
0,2020-08-18,32-282,ORL,AWAY,MIL,W (+12),0,23:28,3,11,0.273,1,4,0.25,4,4,1.0,0,3,3,11,1,0,2,0,11,12.1,4,D.J. Augustin
1,2020-08-20,32-284,ORL,AWAY,MIL,L (-15),0,27:33,0,5,0.0,0,1,0.0,10,10,1.0,0,2,2,5,0,0,2,2,10,7.8,-8,D.J. Augustin
2,2020-08-22,32-286,ORL,HOME,MIL,L (-14),0,26:39,8,12,0.667,4,7,0.5710000000000001,4,4,1.0,0,3,3,6,0,0,4,1,24,19.5,-7,D.J. Augustin
3,2020-08-24,32-288,ORL,HOME,MIL,L (-15),0,26:08,2,6,0.33299999999999996,1,1,1.0,1,2,0.5,0,1,1,5,0,0,3,2,6,2.2,-12,D.J. Augustin
4,2020-08-29,32-293,ORL,AWAY,MIL,L (-14),0,24:03,5,12,0.41700000000000004,2,4,0.5,3,3,1.0,0,1,1,3,0,0,1,1,15,9.6,0,D.J. Augustin
0,2020-08-18,27-325,ORL,AWAY,MIL,W (+12),0,14:28,1,2,0.5,0,0,,2,2,1.0,1,2,3,0,0,0,0,3,4,3.1,5,Khem Birch
1,2020-08-20,27-327,ORL,AWAY,MIL,L (-15),0,18:08,2,3,0.667,0,0,,1,2,0.5,3,1,4,0,0,0,0,1,5,5.3,-9,Khem Birch
2,2020-08-22,27-329,ORL,HOME,MIL,L (-14),0,19:51,2,5,0.4,0,0,,2,2,1.0,2,5,7,4,1,0,1,2,6,8.2,6,Khem Birch
3,2020-08-24,27-331,ORL,HOME,MIL,L (-15),0,17:37,1,3,0.33299999999999996,0,0,,3,3,1.0,1,4,5,1,0,0,3,2,5,2.1,-7,Khem Birch
4,2020-08-29,27-336,ORL,AWAY,MIL,L (-14),0,19:24,1,1,1.0,0,0,,2,2,1.0,2,4,6,2,0,0,1,3,4,5.5,15,Khem Birch
0,2020-08-18,25-276,ORL,AWAY,MIL,W (+12),1,28:24,4,12,0.33299999999999996,4,12,0.33299999999999996,3,3,1.0,0,6,6,0,1,0,0,2,15,10.2,-7,Gary Clark
1,2020-08-20,25-278,ORL,AWAY,MIL,L (-15),1,29:32,1,5,0.2,1,5,0.2,0,0,,1,6,7,2,1,1,1,2,3,3.7,-8,Gary Clark
2,2020-08-22,25-280,ORL,HOME,MIL,L (-14),1,34:45,2,4,0.5,2,4,0.5,0,0,,1,7,8,3,2,0,0,2,6,10.1,-15,Gary Clark
3,2020-08-24,25-282,ORL,HOME,MIL,L (-15),1,26:56,4,8,0.5,4,8,0.5,0,0,,0,1,1,1,1,1,1,0,12,9.7,-10,Gary Clark
4,2020-08-29,25-287,ORL,AWAY,MIL,L (-14),1,23:59,0,4,0.0,0,3,0.0,1,2,0.5,2,4,6,1,0,0,0,1,1,0.7,2,Gary Clark
0,2020-08-18,30-048,ORL,AWAY,MIL,W (+12),1,31:20,3,5,0.6,2,3,0.667,3,3,1.0,0,8,8,2,2,1,0,4,11,13.6,12,James Ennis
1,2020-08-20,30-050,ORL,AWAY,MIL,L (-15),1,25:26,3,9,0.33299999999999996,0,3,0.0,2,2,1.0,4,6,10,2,1,0,1,4,8,7.3,-4,James Ennis
2,2020-08-22,30-052,ORL,HOME,MIL,L (-14),1,9:04,0,2,0.0,0,0,,1,2,0.5,0,2,2,0,0,0,0,2,1,-1.0,-14,James Ennis
3,2020-08-24,30-054,ORL,HOME,MIL,L (-15),1,22:58,2,8,0.25,1,5,0.2,1,2,0.5,1,2,3,1,2,1,1,3,6,3.3,-11,James Ennis
4,2020-08-29,30-059,ORL,AWAY,MIL,L (-14),1,30:18,4,11,0.364,1,5,0.2,0,0,,1,5,6,1,0,0,4,6,9,-0.6,-32,James Ennis
0,2020-08-18,27-294,ORL,AWAY,MIL,W (+12),1,35:33,3,8,0.375,3,7,0.429,0,0,,0,3,3,5,0,0,3,4,9,4.4,9,Evan Fournier
1,2020-08-20,27-296,ORL,AWAY,MIL,L (-15),1,35:04,4,13,0.308,1,6,0.16699999999999998,3,4,0.75,0,3,3,2,3,0,1,0,12,8.4,-7,Evan Fournier
2,2020-08-22,27-298,ORL,HOME,MIL,L (-14),1,31:33,4,10,0.4,2,6,0.33299999999999996,3,3,1.0,1,1,2,0,1,0,3,0,13,6.6,-28,Evan Fournier
3,2020-08-24,27-300,ORL,HOME,MIL,L (-15),1,35:36,4,14,0.28600000000000003,3,9,0.33299999999999996,1,3,0.33299999999999996,1,7,8,3,1,2,1,5,12,7.3,-5,Evan Fournier
4,2020-08-29,27-305,ORL,AWAY,MIL,L (-14),1,32:48,5,12,0.41700000000000004,3,7,0.429,5,7,0.7140000000000001,1,3,4,3,1,1,1,1,18,14.8,-21,Evan Fournier
0,2020-08-18,22-081,ORL,AWAY,MIL,W (+12),1,29:22,6,11,0.545,1,4,0.25,2,2,1.0,0,2,2,6,0,1,3,3,15,11.0,1,Markelle Fultz
1,2020-08-20,22-083,ORL,AWAY,MIL,L (-15),1,25:51,4,11,0.364,1,1,1.0,2,2,1.0,0,2,2,3,2,1,1,5,11,7.3,-5,Markelle Fultz
2,2020-08-22,22-085,ORL,HOME,MIL,L (-14),1,28:01,2,9,0.222,1,2,0.5,0,0,,0,1,1,5,1,0,5,3,5,-1.9,-19,Markelle Fultz
3,2020-08-24,22-087,ORL,HOME,MIL,L (-15),1,31:27,6,15,0.4,2,4,0.5,1,1,1.0,0,5,5,7,2,0,3,6,15,9.9,-11,Markelle Fultz
4,2020-08-29,22-092,ORL,AWAY,MIL,L (-14),1,32:02,6,14,0.429,1,5,0.2,1,2,0.5,0,1,1,5,0,1,1,3,14,8.5,-30,Markelle Fultz
0,2020-08-18,25-242,ORL,AWAY,MIL,W (+12),0,12:27,2,3,0.667,0,0,,0,1,0.0,0,3,3,0,0,0,1,2,4,1.4,3,Wesley Iwundu
1,2020-08-20,25-244,ORL,AWAY,MIL,L (-15),0,14:24,0,6,0.0,0,2,0.0,3,4,0.75,0,3,3,1,1,1,1,0,3,0.7,-10,Wesley Iwundu
2,2020-08-22,25-246,ORL,HOME,MIL,L (-14),0,24:15,2,7,0.28600000000000003,2,3,0.667,0,0,,1,1,2,3,1,1,0,0,6,6.7,6,Wesley Iwundu
3,2020-08-24,25-248,ORL,HOME,MIL,L (-15),0,10:01,0,0,,0,0,,0,0,,0,1,1,0,1,0,1,2,0,-0.5,-4,Wesley Iwundu
4,2020-08-29,25-253,ORL,AWAY,MIL,L (-14),0,14:42,2,4,0.5,2,2,1.0,2,3,0.667,0,2,2,0,0,0,0,1,8,5.8,10,Wesley Iwundu
2,2020-08-22,24-245,ORL,HOME,MIL,L (-14),0,3:33,1,2,.500,1,1,1.000,0,0,,0,2,2,0,0,0,0,0,3,2.6,+9,B.J. Johnson
2,2020-08-22,24-247,ORL,HOME,MIL,L (-14),0,3:33,1,1,1.000,1,1,1.000,0,0,,0,2,2,1,0,0,0,0,3,4.0,+9,Vic Law
0,2020-08-18,29-195,ORL,AWAY,MIL,W (+12),0,28:28,7,13,0.5379999999999999,0,3,0.0,4,4,1.0,0,6,6,1,1,0,1,5,18,12.2,19,Terrence Ross
1,2020-08-20,29-197,ORL,AWAY,MIL,L (-15),0,29:10,4,14,0.28600000000000003,2,7,0.28600000000000003,2,3,0.667,0,1,1,1,1,1,1,2,12,4.3,-16,Terrence Ross
2,2020-08-22,29-199,ORL,HOME,MIL,L (-14),0,23:00,8,13,0.615,4,7,0.5710000000000001,0,1,0.0,0,1,1,0,1,0,2,2,20,12.2,3,Terrence Ross
3,2020-08-24,29-201,ORL,HOME,MIL,L (-15),0,31:14,6,13,0.462,1,8,0.125,6,6,1.0,1,7,8,1,0,0,2,0,19,13.8,-7,Terrence Ross
4,2020-08-29,29-206,ORL,AWAY,MIL,L (-14),0,23:12,5,11,0.455,3,5,0.6,0,0,,0,6,6,2,1,0,2,5,13,7.5,12,Terrence Ross
0,2020-08-18,29-299,ORL,AWAY,MIL,W (+12),1,36:30,15,24,0.625,5,8,0.625,0,0,,3,11,14,4,1,0,5,3,35,27.2,14,Nikola Vučević
